partner;marriage;break;divorce;eductaion;work;sep_from_par;child;education_type;locality;religion;how_often;generation;gender
515;240;;450;247;192;190;248;professional;city;yes;sev_a_year;5g;f
;244;;;387;206;205;262;general;city;yes;never;2g;f
194;205;345;454;298;261;288;195;professional;city;yes;sev_a_year;9g;f
399;;;;229;193;183;277;general;city;yes;sev_a_year;4g;m
;318;;;210;199;418;335;general;city;yes;sev_a_year;5g;m
;263;;;261;264;239;276;general;city;yes;sev_a_year;1g;f
267;272;287;287;360;217;275;;higher;city;yes;sev_a_year;10g;f
;228;;;213;228;;342;professional;city;yes;sev_a_year;9g;f
;295;;;208;185;333;395;general;city;yes;sev_a_year;7g;m
;260;;;221;224;273;271;professional;city;yes;sev_a_year;10g;f
;224;;;207;324;224;275;general;city;yes;sev_a_year;7g;f
;275;;;286;291;285;284;higher;city;yes;never;2g;f
;331;;;289;217;265;263;professional;city;yes;never;2g;m
271;276;;;285;212;227;288;higher;city;yes;sev_a_year;5g;m
;221;;;242;244;221;234;general;city;yes;sev_a_year;6g;f
309;311;;;212;213;232;316;professional;city;yes;sev_a_year;10g;m
;;;;243;250;;;higher;city;yes;sev_a_year;11g;m
;206;;;204;209;209;219;professional;city;yes;sev_a_year;3g;f
;228;;;233;210;218;238;professional;city;yes;sev_a_year;9g;f
;262;;370;297;299;239;275;higher;city;yes;sev_a_year;7g;m
;292;;;339;258;270;368;higher;city;yes;sev_a_year;8g;m
;212;;329;222;247;212;291;professional;city;yes;min_once_a_month;10g;f
;;;;132;;250;322;general;city;yes;min_once_a_month;11g;f
256;257;;;211;241;224;267;professional;city;yes;sev_a_year;10g;m
;256;;;272;251;214;277;higher;city;yes;never;1g;f
274;277;363;363;236;237;176;315;professional;city;yes;sev_a_week;10g;f
364;217;;;213;215;155;219;professional;city;yes;never;8g;f
;226;;;205;194;232;368;general;city;yes;never;3g;f
337;351;376;376;240;245;207;359;professional;city;yes;sev_a_year;6g;f
;231;;;155;200;231;239;general;city;yes;never;1g;f
;248;;;226;228;216;261;professional;city;yes;sev_a_year;4g;f
220;225;581;596;193;205;290;224;general;city;yes;sev_a_year;4g;f
686;242;;580;231;297;398;284;general;city;no;never;4g;f
;251;;;203;248;222;293;general;city;yes;never;5g;m
;579;;;239;288;215;589;general;city;yes;never;2g;m
;345;;;235;200;345;364;professional;city;yes;sev_a_year;7g;m
;;;;232;267;;;professional;city;yes;never;10g;m
249;295;435;395;436;231;221;;higher;city;yes;sev_a_year;6g;f
214;216;271;273;204;207;357;224;professional;city;yes;min_once_a_month;7g;f
326;290;353;325;448;210;210;304;professional;city;yes;sev_a_year;3g;f
;243;;;216;216;243;253;professional;city;yes;never;6g;m
390;262;454;388;426;212;203;275;professional;city;no;sev_a_week;3g;f
220;;233;;221;413;209;;professional;city;no;never;8g;m
;;;;264;264;206;;higher;city;yes;never;10g;f
608;326;758;;309;311;213;329;higher;city;yes;sev_a_year;2g;f
203;217;;;187;334;203;209;general;village;yes;never;9g;f
;261;;;287;205;261;276;higher;village;yes;sev_a_year;3g;f
241;250;;;442;205;241;250;general;village;yes;never;2g;m
316;345;644;;207;197;316;340;general;village;yes;min_once_a_month;2g;f
247;294;288;;268;276;211;258;higher;village;yes;sev_a_year;9g;f
273;276;373;;267;268;331;284;professional;village;yes;never;2g;f
;217;;645;348;264;255;226;professional;village;yes;sev_a_year;2g;f
;263;;;261;264;202;275;higher;village;yes;sev_a_year;8g;f
313;;770;;311;299;411;332;general;village;yes;never;2g;f
355;252;367;;226;227;375;;professional;village;yes;sev_a_year;6g;f
;260;;;233;234;233;269;professional;village;yes;sev_a_year;7g;f
325;245;;326;214;214;233;266;professional;village;yes;sev_a_year;4g;f
327;213;;;212;282;327;245;general;village;yes;sev_a_year;10g;f
;314;;;354;222;314;329;professional;village;yes;sev_a_year;4g;m
263;270;;;222;209;330;268;general;village;yes;sev_a_year;3g;m
;240;;;265;265;240;250;higher;village;yes;sev_a_year;7g;f
;275;;;262;264;218;290;professional;village;yes;sev_a_year;6g;m
;;;;264;266;;;higher;village;yes;never;10g;f
;237;;;294;234;212;256;professional;village;yes;sev_a_year;8g;f
;279;;;212;209;279;292;general;village;yes;never;7g;f
;241;;;346;204;;252;professional;village;yes;never;10g;m
328;331;467;468;272;188;229;;professional;village;yes;never;2g;m
;247;;;246;247;213;435;professional;village;yes;sev_a_year;6g;f
;300;;;235;211;394;313;professional;village;yes;sev_a_year;2g;m
;204;;;165;164;204;212;general;village;yes;min_once_a_month;2g;f
;277;;429;238;191;277;288;general;village;no;sev_a_week;7g;f
;264;;;235;236;342;284;professional;village;no;never;7g;m
;269;;304;266;305;359;279;higher;village;yes;sev_a_year;11g;f
266;268;;;283;225;208;277;general;village;yes;never;5g;f
;302;;472;216;216;220;308;professional;village;no;never;5g;m
;226;;269;219;219;543;237;professional;village;no;sev_a_week;6g;f
;289;;;167;122;315;306;general;village;yes;min_once_a_month;1g;f
262;268;;;241;237;273;270;general;village;yes;sev_a_year;6g;f
;279;;;455;200;196;303;professional;village;yes;sev_a_year;2g;m
322;326;;;228;254;230;310;professional;village;yes;once_a_week;8g;m
;343;;;197;188;435;372;general;village;yes;sev_a_year;3g;m
285;286;;;228;236;219;306;professional;village;yes;sev_a_year;8g;m
;284;;;270;272;211;293;higher;village;yes;never;8g;f
;234;;;314;234;234;243;professional;village;yes;never;11g;f
;215;;;202;207;215;227;professional;village;yes;sev_a_year;7g;f
227;259;231;;222;212;228;239;professional;village;yes;once_a_week;2g;f
;248;;;427;247;248;287;higher;village;yes;sev_a_year;9g;f
277;305;;;210;210;308;303;professional;village;yes;sev_a_year;5g;m
380;428;583;;312;311;310;;professional;village;yes;sev_a_year;2g;f
;249;;;321;204;224;275;professional;village;yes;never;4g;m
;248;;367;207;208;292;259;professional;village;yes;once_a_week;5g;f
;273;;;236;162;279;278;general;village;yes;sev_a_year;2g;m
;440;;;292;234;440;;higher;village;yes;sev_a_year;9g;f
;242;;;223;226;242;250;professional;village;yes;sev_a_year;9g;f
;253;;;203;141;277;261;professional;village;yes;never;1g;f
;254;;;306;248;254;262;higher;village;no;never;11g;f
;320;;;269;217;320;330;professional;village;yes;sev_a_year;6g;f
270;282;;;233;211;439;289;professional;village;yes;sev_a_year;9g;f
;300;;;227;229;243;341;professional;village;yes;never;6g;f
521;239;626;325;224;221;239;248;general;village;yes;never;2g;f
319;322;;;214;216;192;424;professional;village;yes;sev_a_year;7g;f
231;232;;;225;225;203;242;professional;village;yes;sev_a_year;4g;f
;244;;;223;211;262;251;professional;village;yes;sev_a_year;6g;f
;240;;;239;240;240;261;professional;village;yes;sev_a_year;2g;f
360;252;;265;224;252;252;;general;village;yes;never;6g;f
279;298;;;314;191;341;298;general;village;yes;never;2g;m
;236;;588;231;232;232;247;professional;village;yes;sev_a_year;5g;f
;248;;;289;311;280;257;professional;village;yes;never;6g;m
;;;;239;203;;;professional;village;yes;never;10g;m
262;270;277;277;194;327;224;279;professional;village;yes;sev_a_year;10g;m
;216;;;371;294;217;234;professional;village;yes;never;4g;f
;258;;;237;237;264;271;professional;village;yes;never;4g;m
;289;;318;256;221;213;357;general;village;no;never;6g;m
337;227;409;298;304;256;227;232;professional;village;yes;sev_a_year;10g;f
290;;301;;206;207;443;327;professional;village;yes;never;9g;f
267;269;284;286;220;261;224;287;professional;village;yes;sev_a_year;7g;m
183;216;;;196;195;195;216;general;village;yes;sev_a_year;11g;f
;240;;;285;239;251;246;higher;village;yes;never;8g;f
;265;;;267;207;217;275;professional;village;yes;never;7g;m
;263;;;327;189;263;265;professional;village;yes;never;2g;f
252;256;509;;250;252;252;260;professional;village;yes;min_once_a_month;2g;f
;299;;;482;206;299;312;professional;village;no;never;5g;f
307;342;316;344;282;311;213;349;higher;village;yes;never;11g;f
272;281;285;370;220;222;187;283;professional;village;yes;never;9g;f
;265;;;217;247;341;;professional;village;yes;sev_a_year;8g;m
;295;;;207;219;237;305;professional;village;no;never;7g;m
264;292;319;;322;253;234;286;general;village;yes;never;7g;m
;275;;;225;255;288;298;professional;village;yes;never;5g;m
;239;;260;251;206;218;254;professional;village;yes;never;6g;f
274;;292;;250;331;208;264;professional;village;yes;never;9g;f
;231;;245;248;250;231;260;professional;village;yes;never;5g;f
213;298;;;201;;309;213;general;village;no;never;10g;f
293;259;552;305;247;209;235;269;professional;village;yes;never;3g;f
;296;;;284;213;222;304;professional;village;no;never;8g;m
;;;;231;265;392;274;professional;village;no;never;6g;f
;;;;279;209;234;;higher;village;yes;min_once_a_month;7g;f
224;324;;;205;202;224;340;professional;village;yes;never;7g;m
550;;;;225;229;311;263;professional;village;no;never;6g;f
389;393;;;244;229;212;396;professional;village;no;never;6g;f
271;218;;269;194;254;242;231;general;village;yes;never;6g;f
;267;;;231;233;210;273;professional;village;yes;never;7g;f
;265;;;228;230;281;274;professional;village;no;never;5g;m
;254;;;203;204;254;271;professional;village;no;never;9g;m
;210;;232;192;184;219;277;professional;village;yes;never;9g;m
203;224;;;198;218;202;239;general;village;no;never;10g;m
357;256;;386;225;256;265;264;professional;village;yes;never;9g;m
535;291;;487;277;277;244;301;professional;village;yes;never;6g;m
221;313;232;;273;207;246;240;professional;village;no;never;6g;f
288;253;;277;226;226;231;307;professional;village;yes;never;6g;m
;268;;;228;228;259;277;professional;village;no;never;7g;f
254;259;;;204;207;254;270;general;village;no;never;9g;m
285;300;;;239;282;281;300;professional;village;no;never;2g;m
;240;;;238;239;214;249;professional;village;yes;never;5g;f
245;252;353;;228;249;245;254;general;village;yes;never;3g;f
262;;287;;405;204;205;281;higher;village;no;never;5g;f
;260;;610;257;213;178;274;professional;village;yes;never;6g;f
371;296;;318;198;211;298;306;professional;village;no;never;5g;m
298;306;;;187;187;191;309;general;village;no;never;9g;m
310;269;609;;216;216;193;273;professional;village;yes;sev_a_year;4g;f
;300;;;288;183;216;312;general;village;no;never;4g;m
;267;;;221;251;188;283;professional;village;no;never;8g;m
;246;;;381;241;241;259;professional;village;yes;never;2g;f
;369;;;358;309;214;393;higher;village;yes;sev_a_year;4g;f
;285;;;284;231;223;303;professional;village;no;never;3g;m
;309;;;213;213;309;331;professional;village;no;never;9g;m
;215;;278;279;281;209;230;higher;village;no;never;6g;f
473;245;;447;225;249;206;252;professional;village;no;never;5g;m
;216;;;244;250;219;236;professional;village;no;never;4g;m
;238;;;230;231;197;250;professional;village;no;never;9g;f
;268;;;216;206;268;284;general;village;no;never;7g;m
;248;;305;361;240;207;259;professional;village;yes;never;8g;f
265;269;;;272;271;264;276;professional;village;no;never;2g;m
;256;;;248;243;258;266;professional;village;yes;never;5g;m
609;244;;;243;243;245;265;professional;village;no;never;4g;f
250;254;273;339;220;221;494;259;professional;village;no;never;6g;f
254;256;626;;189;177;632;263;general;village;yes;never;3g;f
738;297;;;246;247;221;314;professional;village;yes;sev_a_year;2g;m
260;264;;;248;262;767;271;professional;village;yes;never;2g;m
303;260;308;;286;215;268;270;professional;village;yes;never;7g;f
253;203;523;251;308;203;208;217;professional;village;yes;never;4g;m
;278;;;344;263;214;283;higher;village;yes;never;6g;m
;;;;176;200;271;;general;village;no;never;2g;m
;;;;248;248;215;;professional;village;no;never;8g;f
;268;;;220;257;310;277;general;village;no;never;7g;m
;248;;;212;225;201;256;professional;village;no;never;6g;f
;249;;;259;274;227;258;professional;village;yes;never;7g;f
;240;;;222;222;390;248;professional;village;yes;never;5g;f
281;;;;218;197;205;278;general;village;yes;never;8g;m
254;262;486;490;223;227;212;263;professional;village;yes;never;7g;f
;;;;205;205;445;409;professional;village;no;never;9g;m
395;365;;388;288;290;206;;higher;village;no;never;8g;m
;247;;;218;213;190;262;general;village;yes;never;7g;m
223;224;912;;256;200;187;298;professional;village;yes;never;1g;f
;261;;;216;203;218;270;general;village;yes;never;9g;m
358;172;573;350;268;269;210;307;higher;village;yes;sev_a_year;6g;f
215;218;;;230;211;208;225;general;village;no;never;9g;f
;293;;;312;228;174;299;higher;village;no;never;5g;m
285;311;296;;237;238;405;297;professional;village;yes;never;8g;f
;239;;;229;230;208;253;professional;village;yes;sev_a_year;5g;f
;237;;;273;217;229;245;professional;village;no;never;10g;f
;266;;;213;212;275;276;professional;village;yes;never;8g;m
;266;;;260;262;203;274;higher;village;yes;never;6g;m
277;284;449;449;345;215;232;222;professional;village;yes;never;9g;f
;235;;;237;237;207;242;professional;village;yes;never;6g;f
;257;;;230;158;266;266;professional;village;yes;never;1g;m
;259;;;337;245;284;274;professional;village;no;never;7g;m
;225;;;320;294;229;229;professional;village;yes;never;11g;f
;282;;;196;279;283;305;general;village;yes;never;6g;f
;;;;197;188;474;319;general;village;no;never;6g;f
;342;;;325;248;212;351;professional;village;no;never;6g;m
;268;;;216;245;268;306;professional;village;yes;never;9g;m
;303;;;201;270;348;317;professional;village;yes;never;4g;m
195;216;;;190;180;195;213;general;village;yes;never;4g;f
;225;;;211;214;187;233;professional;village;no;never;7g;f
246;;;;199;241;246;246;general;village;no;never;10g;m
;207;;;198;210;207;222;general;village;no;never;4g;f
;216;;;220;221;179;229;professional;village;yes;never;7g;f
230;;;;180;179;;252;general;village;no;never;11g;m
;236;;;200;191;261;244;general;village;no;never;4g;f
;248;;;224;208;252;266;general;village;no;never;6g;f
;225;;;241;214;251;235;professional;village;yes;never;6g;f
;261;;;233;234;307;270;professional;village;yes;never;3g;f
;248;;;259;227;218;260;general;village;yes;sev_a_year;7g;m
649;;661;;216;217;246;;professional;village;no;never;3g;m
;253;;;328;233;222;262;higher;village;yes;sev_a_year;5g;f
;230;;;221;222;236;239;general;village;no;never;7g;f
240;241;252;285;229;227;240;253;general;village;no;never;8g;f
455;216;;;229;243;242;301;professional;village;no;never;5g;m
;216;;;237;215;336;244;professional;village;no;never;5g;f
;222;;;167;171;229;238;general;village;yes;min_once_a_month;2g;f
;270;;385;242;243;491;284;professional;village;no;never;7g;f
;277;;;236;237;195;292;professional;village;yes;never;4g;f
;212;;;224;225;296;225;professional;village;yes;sev_a_year;9g;m
;254;;;224;;309;264;professional;village;yes;never;11g;f
249;;;;245;249;212;;professional;village;yes;sev_a_year;11g;f
218;221;607;;200;179;218;227;general;village;no;never;4g;f
255;271;641;;186;225;255;271;general;village;yes;never;2g;f
437;439;451;453;205;;439;393;general;village;yes;never;7g;f
;199;;;233;199;199;210;general;village;yes;sev_a_year;9g;f
;407;;;274;275;431;426;higher;village;no;never;7g;m
399;309;;394;252;254;201;317;higher;village;yes;never;7g;f
;237;;;546;237;237;250;higher;village;yes;never;6g;f
447;246;;367;244;209;212;258;professional;village;yes;never;5g;f
257;261;;;292;213;256;264;professional;village;no;never;7g;m
211;214;;;224;391;217;224;professional;village;yes;never;9g;f
271;274;379;435;471;190;228;274;professional;village;no;never;3g;f
;259;;;300;211;312;281;professional;village;yes;never;5g;m
283;254;351;282;206;209;218;271;general;village;no;never;9g;m
;296;;;270;236;212;304;professional;village;no;never;7g;f
242;246;;;219;291;217;255;professional;village;no;never;10g;m
360;405;;;235;224;343;371;professional;village;yes;sev_a_year;5g;f
209;224;;;193;219;169;245;professional;village;no;never;5g;f
253;290;418;424;422;221;221;314;general;village;yes;once_a_week;4g;m
339;255;378;258;217;219;196;261;professional;village;yes;never;7g;m
219;230;713;;206;196;215;229;general;village;yes;never;3g;f
183;221;446;;195;211;223;220;general;village;yes;never;8g;f
198;204;;;183;182;181;204;general;village;no;never;11g;f
;311;;;370;211;579;318;professional;village;no;never;4g;m
243;244;268;;355;214;244;254;general;village;yes;sev_a_year;6g;f
;317;;;204;218;317;345;general;village;yes;never;5g;f
216;223;364;;215;217;223;228;professional;village;yes;never;8g;f
218;285;;;210;192;185;233;professional;village;no;never;6g;m
447;289;;;208;207;447;321;general;village;yes;never;2g;f
;298;;;217;243;197;297;professional;village;no;never;5g;m
;354;;;135;130;246;352;general;village;no;never;2g;m
;;;;234;364;612;;general;village;yes;sev_a_year;2g;f
248;259;760;;215;227;252;259;general;village;yes;never;2g;f
223;228;;;207;311;185;230;professional;village;yes;sev_a_year;9g;f
313;;320;;472;214;222;315;professional;village;no;sev_a_year;6g;f
483;484;491;;230;217;252;256;professional;village;yes;sev_a_year;6g;f
;221;;;183;169;221;231;professional;village;yes;never;3g;f
;263;;;446;204;263;292;higher;village;yes;sev_a_year;3g;f
214;226;;;220;220;214;227;professional;village;yes;sev_a_year;7g;f
;338;;;257;258;338;351;general;village;yes;never;4g;m
209;213;348;348;201;203;225;232;professional;village;yes;sev_a_year;8g;f
251;252;;;430;247;252;251;professional;village;yes;sev_a_year;4g;f
;254;;;509;215;254;262;professional;village;yes;sev_a_year;2g;f
;227;;;197;205;238;236;general;village;yes;never;2g;f
354;386;;;226;227;204;330;professional;village;yes;sev_a_year;7g;f
;219;;;192;;266;246;professional;village;yes;never;10g;f
252;;;;265;267;207;;higher;village;yes;sev_a_year;11g;f
;226;;351;211;197;227;242;general;village;yes;sev_a_year;7g;f
193;198;;;217;208;193;209;general;village;yes;sev_a_year;11g;f
;237;;;326;326;237;248;general;village;yes;never;2g;m
319;227;;;214;302;211;266;general;village;yes;sev_a_year;9g;f
;227;;;229;212;504;236;general;village;yes;sev_a_year;4g;f
375;;379;;289;291;237;386;higher;village;yes;sev_a_year;4g;f
;281;;;229;238;281;293;professional;village;yes;sev_a_year;10g;f
;250;;;235;237;190;257;professional;village;yes;sev_a_year;7g;f
406;;515;;229;208;208;;professional;village;no;never;8g;f
321;324;;;263;265;306;331;higher;village;yes;sev_a_year;9g;f
