partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;education type;locality;religion;how often;generation;gender
0;1;0;0;1;1;1;1;;212;;;209;211;212;223;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;never;8g;f
1;1;1;0;1;1;1;1;290;303;562;;310;331;309;301;<;<;<;<;<;<;<;<;<;<;<;<;>;<;>;>;>;>;>;>;>;>;<;>;>;>;>;>;general;village;yes;never;7g;m
0;1;0;0;1;1;1;1;;234;;;242;395;207;244;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;professional;village;yes;sev_a_year;7g;f
1;1;1;0;1;1;1;1;541;262;618;;197;234;262;277;>;<;<;>;>;>;>;<;<;>;>;=;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;3g;f
1;1;0;0;1;1;1;1;418;422;;;221;221;232;426;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;village;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;255;;;235;174;268;255;>;n;n;>;>;>;>;<;<;>;>;<;=;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;yes;never;5g;m
1;1;1;1;1;1;1;1;363;295;403;363;208;214;267;326;>;<;=;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;;276;;;164;234;276;288;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;;270;;;201;120;371;289;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;village;yes;sev_a_year;1g;f
0;0;0;0;1;1;1;1;;;;;162;173;255;265;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;;254;;;237;215;217;270;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;never;5g;m
0;0;0;0;1;1;1;1;;;;;310;313;205;333;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;;238;;;233;234;212;246;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;240;;;232;234;235;251;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;9g;f
1;1;1;1;1;1;1;1;333;258;760;276;196;210;258;269;>;<;>;>;>;>;>;<;<;>;>;=;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;2g;f
0;1;0;1;1;1;1;1;;253;;487;227;229;206;262;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;218;;;217;317;277;221;>;n;n;>;>;>;>;<;<;>;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;>;>;>;professional;village;yes;never;10g;f
1;1;0;0;1;1;1;1;676;320;;;183;184;199;332;>;<;<;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;4g;m
0;1;0;0;1;1;1;1;;338;;;238;240;459;451;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;;238;;;238;192;247;250;>;n;n;>;>;>;>;<;<;=;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;village;yes;never;5g;m
1;1;0;0;1;1;1;1;534;281;;;215;255;387;428;>;<;<;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;;191;;;209;210;197;206;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;general;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;272;;;268;349;210;289;>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;higher;village;yes;sev_a_year;9g;f
0;0;0;0;1;1;1;1;;;;;307;177;374;256;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;professional;village;yes;sev_a_year;1g;f
0;0;0;0;1;1;1;1;;;;;258;182;378;267;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;yes;min_once_a_month;6g;f
0;1;0;0;1;1;1;1;;267;;;260;262;215;292;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;356;;;237;238;362;361;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;village;yes;sev_a_year;7g;f
0;1;0;1;1;1;1;1;;274;;286;464;225;203;385;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;<;>;>;>;>;<;<;professional;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;272;;;264;267;294;277;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;higher;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;329;;;303;304;329;344;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;6g;m
1;0;1;0;1;1;1;0;446;;466;;375;376;514;;<;<;<;>;>;<;<;>;n;>;>;>;n;<;>;>;<;<;>;>;>;n;<;<;<;<;<;<;professional;village;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;;335;;;237;265;339;353;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;9g;m
0;1;0;0;1;1;1;1;;247;;;243;244;254;257;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;236;;;232;210;177;237;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;295;;;224;226;296;296;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;=;professional;village;yes;never;8g;f
1;1;0;1;1;1;1;1;378;288;;291;240;242;378;307;>;<;>;>;>;=;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;<;<;<;<;<;<;>;professional;village;yes;min_once_a_month;3g;f
0;1;0;0;1;1;1;1;;274;;;221;248;278;321;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;;353;;;260;288;391;359;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;higher;village;yes;never;8g;m
1;0;0;0;1;1;1;1;307;;;;225;212;272;225;<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;=;<;<;>;general;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;228;;;247;248;228;224;>;n;n;>;>;>;>;<;<;<;<;=;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;>;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;233;;;219;219;286;236;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;234;;;228;230;251;239;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;higher;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;258;;;201;206;286;296;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;7g;f
1;0;1;0;1;1;1;1;391;;397;;295;215;358;404;<;<;<;>;>;>;<;>;n;>;>;>;>;<;>;>;>;<;>;>;>;>;>;<;<;<;<;<;professional;village;yes;never;6g;f
0;1;0;1;1;1;1;1;;323;;341;231;220;376;334;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;>;<;<;<;<;>;general;village;yes;never;9g;f
0;1;0;0;1;1;1;1;;276;;;205;167;276;250;>;n;n;>;>;>;>;<;<;>;>;=;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;village;yes;never;7g;f
0;0;0;0;1;1;1;1;;;;;154;200;282;291;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;1g;f
0;0;0;0;1;1;1;1;;;;;208;209;218;231;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;4g;f
0;1;0;1;1;1;1;1;;216;;227;229;200;184;254;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;<;>;>;<;>;<;<;general;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;242;;;248;237;203;258;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;271;;;218;221;185;259;>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;;243;;;235;235;202;252;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;;282;;;259;262;449;314;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;village;no;never;7g;m
1;1;0;0;1;1;1;1;234;236;;;230;208;183;245;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;sev_a_year;11g;f
1;0;0;0;1;1;1;1;269;;;;230;262;185;292;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;10g;m
0;1;0;0;1;1;1;1;;248;;;254;254;217;262;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;village;yes;never;7g;m
0;1;0;0;1;1;1;0;;269;;;266;268;209;;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;higher;village;no;never;11g;m
0;1;0;0;1;1;1;1;;244;;;213;213;213;267;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;=;<;=;<;<;professional;village;no;never;7g;m
0;1;0;0;1;1;1;1;;286;;;256;262;212;295;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;10g;m
1;1;0;0;1;1;1;1;253;270;;;206;207;182;272;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;310;;;202;153;177;330;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;never;3g;m
0;1;0;0;1;1;1;1;;268;;;225;225;285;271;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;village;yes;never;5g;m
0;1;0;0;1;1;1;1;;260;;;242;242;257;306;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;219;;;397;400;196;265;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;village;yes;sev_a_year;5g;f
1;1;0;0;1;1;1;1;508;247;;;230;216;254;264;>;<;<;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;6g;f
0;1;0;0;1;1;1;1;;258;;;229;260;277;193;>;n;n;>;>;>;>;<;<;>;<;<;>;n;>;>;>;>;>;>;>;>;<;<;>;<;>;>;professional;village;yes;never;5g;m
0;1;0;0;1;1;1;1;;259;;;238;238;196;269;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;village;yes;never;6g;f
1;1;1;1;1;1;1;1;381;235;448;267;199;202;245;244;>;<;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;8g;f
0;1;0;1;1;1;1;0;;288;;296;280;282;280;;>;n;>;>;>;>;n;<;<;>;>;>;<;>;>;>;>;n;>;>;>;<;<;=;<;>;<;<;higher;city;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;234;;;232;233;234;249;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;10g;f
1;1;1;0;1;1;1;1;196;225;837;;375;213;196;211;<;<;<;<;<;=;<;<;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;general;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;;228;;;290;196;228;244;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;higher;city;yes;sev_a_year;3g;f
1;1;0;0;1;1;1;1;235;236;;;224;204;235;243;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;;211;;;207;209;282;222;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;4g;f
1;1;1;0;1;1;1;1;229;241;471;;221;208;251;247;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;sev_a_year;4g;f
1;1;1;1;1;1;1;1;606;258;788;263;607;217;359;266;>;<;>;<;>;>;>;<;<;<;>;<;<;>;>;>;>;>;<;>;<;<;>;>;>;<;<;>;professional;city;yes;never;2g;f
0;1;0;0;1;1;1;1;;227;;;320;226;463;245;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;professional;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;;298;;;475;206;650;307;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;professional;city;yes;sev_a_year;2g;m
0;1;0;0;1;1;1;1;;371;;;248;227;361;376;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;283;;;300;224;283;301;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;;277;;;227;229;277;287;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;min_once_a_month;11g;f
0;1;0;0;1;1;1;1;;275;;;324;276;275;304;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;min_once_a_month;10g;m
1;1;0;0;1;1;1;1;202;229;;;278;263;202;232;<;<;<;<;<;=;<;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;higher;city;yes;sev_a_year;11g;f
1;1;1;0;1;1;1;1;236;238;542;;241;244;286;248;<;<;<;<;<;<;<;<;<;<;<;<;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;;348;;;316;299;245;361;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;higher;city;yes;never;2g;f
0;0;0;0;1;1;1;0;;;;;402;252;252;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;professional;city;yes;never;2g;f
0;1;0;0;1;1;1;1;;350;;;269;288;385;364;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;higher;city;yes;sev_a_year;10g;m
0;1;0;0;1;1;1;1;;304;;;289;206;206;327;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;=;<;<;professional;city;yes;sev_a_year;4g;f
0;1;0;1;1;1;1;1;;227;;298;226;228;227;252;>;n;>;>;>;>;>;<;<;>;<;=;<;>;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;305;;;249;249;305;310;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
0;1;0;1;1;1;1;1;;297;;311;209;221;456;391;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;<;<;<;<;<;<;>;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;;286;;;235;187;240;288;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;never;5g;m
0;1;0;0;1;1;1;1;;312;;;292;256;237;379;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;higher;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;;203;;;267;219;205;224;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;min_once_a_month;8g;m
0;0;0;0;1;1;1;0;;;;;287;301;414;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;higher;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;0;1;;286;;;264;229;;318;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;higher;city;no;sev_a_year;11g;m
1;1;1;0;1;1;1;1;288;300;609;;352;203;299;300;<;<;<;<;>;<;<;<;<;<;>;>;=;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;once_a_week;3g;f
1;1;0;0;1;1;1;1;270;288;;;190;165;324;279;<;<;<;>;>;<;<;<;<;>;>;<;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;230;;;237;201;177;239;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;general;city;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;;256;;;212;214;256;265;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;5g;f
0;0;0;0;1;1;1;0;;;;;287;289;289;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;higher;city;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;;257;;;219;221;410;267;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;6g;f
1;1;0;0;1;1;1;1;442;507;;;231;234;442;471;<;<;<;>;>;=;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;232;;;219;216;232;257;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;min_once_a_month;2g;f
0;1;0;1;1;1;1;1;;244;;363;286;228;244;253;>;n;>;>;>;>;>;<;<;<;>;=;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;higher;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;267;;;509;268;649;284;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;general;city;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;;359;;;309;198;391;368;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;never;2g;m
1;1;1;1;1;1;1;1;250;360;339;420;226;197;262;278;<;<;<;>;>;<;<;>;<;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;9g;m
1;0;1;0;1;1;1;0;251;;311;;226;191;217;;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;>;>;<;<;<;<;professional;city;yes;sev_a_year;11g;m
0;1;0;0;1;1;1;1;;258;;;231;223;189;265;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;min_once_a_month;6g;f
0;0;0;0;1;1;1;1;;;;;230;204;318;339;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;280;;;424;280;341;287;>;n;n;>;>;>;>;<;<;<;=;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;higher;city;yes;sev_a_year;8g;m
1;1;0;1;1;1;1;1;586;232;;367;529;184;226;244;>;<;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;professional;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;;257;;;270;228;257;264;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;never;5g;f
1;1;1;1;1;1;1;1;278;284;332;361;242;223;371;293;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;<;>;>;>;<;>;>;<;<;<;<;>;general;city;yes;sev_a_year;4g;f
1;1;0;0;1;1;1;1;241;256;;;209;210;479;263;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;6g;f
1;0;0;0;1;1;1;1;228;;;;228;303;220;237;<;<;<;=;<;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;professional;city;yes;sev_a_year;9g;f
1;1;1;1;1;1;1;1;346;310;358;331;260;262;367;317;>;<;>;>;>;<;>;<;<;>;>;<;<;>;>;>;<;>;>;>;<;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;7g;m
0;1;0;0;1;1;1;1;;259;;;267;269;208;271;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;yes;sev_a_year;6g;f
1;1;0;0;1;1;1;1;272;305;;;212;213;272;354;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;;311;;;229;231;230;326;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;city;no;never;6g;f
1;1;1;1;1;1;1;1;221;277;225;415;208;212;221;283;<;<;<;>;>;=;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;>;<;<;<;<;<;<;general;city;yes;sev_a_year;3g;f
1;0;1;0;1;1;0;0;300;;325;;265;266;;;<;<;<;>;>;<;<;>;n;>;>;n;n;<;>;>;<;<;>;>;n;n;<;<;<;<;<;n;higher;city;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;289;;;534;244;208;296;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;240;;;471;229;258;261;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;never;7g;f
0;0;0;0;1;1;0;0;;;;;283;233;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;higher;city;yes;sev_a_year;11g;f
1;1;0;0;1;1;1;1;257;262;;;286;359;269;279;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;city;yes;never;7g;m
0;1;0;0;1;1;1;1;;235;;;199;199;222;256;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;general;city;yes;never;6g;m
1;1;0;0;1;1;0;1;259;271;;;216;216;;273;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;professional;city;yes;sev_a_year;11g;m
0;1;0;0;1;1;1;1;;255;;;241;260;255;280;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;city;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;229;;;227;204;229;243;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
0;1;0;0;1;1;0;1;;247;;;220;244;;269;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;268;;;252;253;204;275;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;3g;f
