gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner;marriage;break;divorce;child;sep_from_par;work;education;last_event
m;higher;city;no;sev_a_year;9g;0;1;0;0;1;1;1;0;;265;;;277;220;246;;education
m;professional;city;yes;never;8g;1;1;0;1;0;1;1;1;270;224;;264;;224;217;216;child
m;higher;city;no;never;8g;1;1;0;0;0;1;1;1;398;423;;;;245;258;362;child
m;general;village;no;never;4g;0;1;0;0;1;0;1;1;;274;;;283;;184;244;sep
m;general;village;yes;never;1g;0;1;0;0;0;1;1;1;;289;;;;243;138;296;child
m;professional;village;no;never;7g;0;1;0;0;0;1;1;1;;295;;;;237;219;207;child
m;higher;village;no;never;11g;0;0;0;0;0;0;1;1;;;;;;;272;270;sep
m;professional;town;yes;never;6g;1;1;0;0;1;1;1;1;289;301;;;307;243;253;301;br
m;professional;city;yes;sev_a_year;6g;1;1;1;1;1;1;1;0;260;262;300;300;344;271;230;;education
m;professional;town;yes;never;5g;0;1;0;0;0;1;1;1;;279;;;;221;280;278;child
m;professional;village;yes;never;2g;1;1;1;0;0;1;1;1;328;331;467;;;229;188;272;div
m;general;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;;295;;;296;219;248;;education
m;general;village;yes;sev_a_year;6g;1;1;0;0;0;1;1;1;308;310;;;;242;209;208;child
m;higher;village;yes;sev_a_year;9g;0;1;0;0;1;0;1;1;;256;;;262;;271;270;sep
m;general;village;yes;sev_a_year;11g;0;0;0;0;0;0;0;1;;;;;;;;214;work
m;professional;village;yes;never;7g;0;0;0;0;1;0;1;1;;;;;295;;258;213;sep
m;professional;city;no;never;4g;0;1;0;0;1;0;1;1;;297;;;305;;221;241;sep
m;higher;village;yes;min_once_a_month;8g;0;1;0;0;0;0;1;1;;324;;;;;259;261;child
m;general;city;yes;never;8g;0;1;0;0;0;1;1;1;;300;;;;300;213;220;child
m;professional;village;yes;never;9g;0;1;0;0;0;1;1;1;;253;;;;216;230;216;child
m;higher;town;yes;sev_a_year;9g;0;1;0;0;1;1;1;0;;283;;;303;210;212;;education
m;professional;city;yes;never;5g;1;1;1;1;0;1;1;1;234;240;341;341;;249;199;199;child
m;general;city;no;never;3g;0;1;0;0;1;1;1;1;;293;;;306;218;192;196;partner
m;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;253;;;;224;202;223;child
m;general;city;yes;min_once_a_month;5g;0;1;0;0;0;1;1;1;;299;;;;242;278;195;child
m;professional;city;no;never;2g;0;1;0;0;0;1;1;1;;286;;;;232;196;196;child
m;professional;village;yes;never;9g;0;1;0;1;1;1;1;1;;243;;386;265;216;188;248;partner
m;professional;city;no;never;11g;1;1;0;0;0;1;1;1;285;296;;;;261;234;238;child
m;professional;city;no;never;11g;0;0;0;0;0;1;1;1;;;;;;304;201;211;child
m;professional;city;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;;300;;;;300;258;232;child
m;professional;city;no;never;8g;1;1;0;0;0;1;1;1;248;252;;;;252;216;216;child
m;professional;town;yes;never;6g;0;1;0;0;0;1;1;1;;317;;;;317;253;219;child
m;higher;city;yes;never;8g;0;1;0;0;1;1;1;0;;328;;;341;217;204;;education
m;professional;village;no;never;5g;0;1;0;0;1;1;1;1;;302;;;308;220;216;216;div
m;general;city;yes;never;6g;0;1;0;0;0;1;1;1;;343;;;;227;253;210;child
m;professional;city;yes;sev_a_year;5g;1;1;1;1;1;1;1;0;393;397;406;407;401;216;381;;education
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;256;;;;214;257;227;child
m;professional;village;yes;never;9g;1;0;0;0;0;1;1;1;343;;;;;323;204;206;child
m;general;village;yes;never;9g;1;0;0;0;0;1;1;1;370;;;;;188;228;209;child
m;general;city;no;never;3g;0;1;0;0;0;1;1;1;;282;;;;239;240;204;child
m;general;city;yes;sev_a_year;8g;1;1;0;0;1;0;1;1;270;288;;;279;;165;190;sep
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;282;;;;211;245;230;child
m;professional;city;yes;sev_a_year;2g;0;1;0;0;1;1;0;0;;254;;;264;210;;;education
m;general;village;yes;never;2g;0;1;0;0;0;1;1;1;;263;;;;263;171;183;child
m;professional;city;yes;never;7g;1;1;0;0;0;1;1;1;257;258;;;;183;209;207;child
m;general;city;yes;never;6g;1;1;1;0;1;1;1;1;178;320;261;;209;274;322;190;div
m;professional;town;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;274;;;;257;257;226;child
m;higher;city;no;never;10g;0;1;0;0;1;1;1;1;;267;;;282;216;275;274;div
m;higher;city;no;never;4g;0;1;0;0;0;1;1;1;;323;;;;322;295;293;child
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;288;;;;278;277;208;child
m;professional;city;yes;never;6g;1;1;0;0;0;1;1;1;324;327;;;;261;225;224;div
m;general;village;no;never;4g;0;1;0;0;1;0;1;1;;345;;;360;;215;329;sep
m;professional;village;yes;never;5g;0;1;0;0;1;0;1;1;;255;;;255;;174;235;sep
m;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;253;;;;253;242;217;child
m;professional;town;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;274;;;;257;257;226;child
m;general;city;yes;sev_a_year;2g;0;1;0;0;1;1;1;0;;318;;;321;318;203;;education
m;professional;village;no;never;9g;0;1;0;0;0;1;1;1;;309;;;;309;213;213;child
m;professional;village;no;never;9g;1;1;0;0;1;1;1;1;332;346;;;352;235;247;213;div
m;higher;town;no;never;10g;0;1;0;0;1;1;0;1;;250;;;268;204;;262;work
m;professional;city;yes;sev_a_year;8g;1;1;0;0;0;1;1;1;268;274;;;;222;211;210;child
m;higher;city;yes;never;10g;1;1;0;0;0;1;1;1;313;390;;;;306;294;386;child
m;higher;city;yes;never;8g;0;1;0;0;0;1;1;1;;295;;;;223;204;308;div
m;professional;city;no;never;5g;0;1;0;0;1;0;1;1;;271;;;283;;214;211;sep
m;professional;city;no;never;11g;1;0;0;0;0;1;1;1;259;;;;;228;255;227;marriage
m;professional;city;yes;never;6g;0;1;0;0;0;1;1;1;;280;;;;282;239;227;child
m;higher;village;yes;min_once_a_month;8g;0;0;0;0;1;1;1;0;;;;;280;214;276;;education
m;general;city;yes;never;7g;1;1;0;0;1;1;1;1;213;220;;;229;213;197;216;br
m;professional;city;yes;never;7g;0;1;0;0;1;0;1;1;;258;;;271;;214;213;sep
m;professional;village;yes;never;8g;0;1;0;0;1;1;1;1;;222;;;229;232;200;223;div
m;professional;village;yes;never;2g;0;1;0;0;0;1;1;1;;296;;;;216;289;312;child
m;professional;city;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;;286;;;298;;248;281;sep
m;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;329;;;;329;304;303;child
m;professional;village;yes;never;11g;1;1;0;0;0;1;1;1;254;261;;;;254;248;225;child
m;professional;village;yes;never;8g;0;1;0;0;1;0;1;1;;252;;;264;;188;200;sep
m;higher;village;no;never;8g;0;1;0;1;0;1;1;1;;365;;388;;206;290;288;partner
m;professional;city;yes;min_once_a_month;8g;0;1;0;0;1;1;1;0;;203;;;224;205;219;;education
m;general;city;yes;never;1g;0;1;0;0;0;1;1;1;;359;;;;219;219;243;child
m;professional;city;yes;never;6g;1;1;0;1;1;0;1;1;455;285;;401;311;;210;210;sep
m;higher;town;yes;min_once_a_month;8g;0;1;0;0;1;1;1;0;;253;;;263;209;278;;education
m;higher;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;260;;;268;260;247;;education
m;professional;village;yes;never;9g;0;1;0;1;0;1;1;1;;210;;232;;219;184;192;child
m;professional;city;yes;sev_a_year;2g;0;1;0;0;1;1;0;0;;254;;;264;210;;;education
m;professional;city;no;sev_a_year;10g;1;0;1;0;1;0;1;1;287;;418;;297;;196;214;sep
m;professional;city;yes;never;3g;1;0;0;0;1;1;1;1;290;;;;300;244;193;238;marriage
m;professional;village;yes;never;4g;0;1;0;0;1;1;1;0;;287;;;296;287;203;;education
m;professional;village;yes;sev_a_year;2g;0;1;0;0;1;1;1;0;;279;;;303;196;200;;education
m;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;253;;;;253;255;227;child
m;professional;city;yes;never;4g;0;0;0;0;1;1;1;1;;;;;279;221;230;230;marriage
m;professional;village;yes;never;8g;1;0;0;0;1;0;1;1;356;;;;369;;221;212;sep
m;general;town;yes;sev_a_year;7g;0;0;0;0;0;0;1;1;;;;;;;205;193;sep
m;professional;city;yes;sev_a_year;5g;1;1;1;1;1;1;1;0;393;397;406;407;401;216;381;;education
m;general;city;yes;sev_a_year;11g;0;0;0;0;0;1;1;1;;;;;;256;268;232;marriage
m;general;village;no;never;9g;1;1;0;0;1;1;1;1;221;252;;;227;217;253;230;br
m;general;village;yes;never;5g;1;1;0;0;0;1;1;1;348;349;;;;217;234;225;child
m;professional;village;yes;never;8g;0;1;0;0;1;0;1;1;;252;;;264;;188;200;sep
m;higher;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;254;;;269;223;219;;education
m;higher;city;yes;never;5g;0;1;0;0;0;1;1;1;;432;;;;203;261;260;child
m;professional;city;yes;sev_a_year;1g;0;1;0;0;1;1;0;1;;308;;;318;193;;334;work
m;professional;town;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;265;;;;222;246;222;child
m;general;city;yes;never;7g;0;1;0;0;0;1;1;1;;331;;;;335;215;220;child
m;general;village;yes;never;8g;0;1;0;0;0;0;1;1;;271;;;;;277;221;child
m;general;city;no;never;11g;0;0;0;0;0;1;1;0;;;;;;284;186;;education
m;higher;city;yes;never;11g;1;0;0;0;0;1;1;1;286;;;;;286;270;266;br
m;general;city;yes;never;2g;0;1;0;0;0;1;1;1;;579;;;;215;288;239;child
m;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;298;;;;248;188;242;child
m;higher;village;no;never;11g;0;0;0;0;0;0;1;1;;;;;;;272;270;sep
m;professional;city;yes;sev_a_year;3g;1;1;0;1;1;1;1;1;649;311;;379;318;311;234;217;br
m;general;city;no;never;3g;1;1;0;0;1;1;1;1;256;258;;;265;240;196;204;br
m;professional;town;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;278;;;;209;267;242;child
m;general;village;yes;sev_a_year;11g;0;0;0;0;0;0;0;1;;;;;;;;219;sep
m;higher;city;yes;sev_a_year;10g;1;1;0;0;1;0;1;0;309;341;;;372;;215;;sep
m;professional;village;no;never;11g;0;0;0;0;0;0;0;1;;;;;;;;226;work
m;professional;city;yes;never;6g;1;1;0;1;1;0;1;1;455;285;;401;311;;210;210;sep
m;general;village;yes;never;8g;0;1;0;0;0;1;1;1;;280;;;;285;209;243;child
m;professional;village;no;never;10g;0;1;0;0;1;0;1;1;;235;;;241;;216;215;sep
m;professional;city;no;never;5g;0;1;0;0;1;1;1;0;;269;;;278;243;223;;education
m;professional;village;no;never;8g;0;1;0;0;0;1;1;1;;294;;;;276;250;185;child
m;higher;city;yes;sev_a_year;8g;0;1;0;0;1;1;0;1;;256;;;262;248;;274;work
m;professional;city;yes;sev_a_year;8g;1;0;0;0;0;1;1;1;429;;;;;225;224;223;child
m;professional;village;yes;never;8g;0;1;0;0;1;1;1;0;;305;;;320;212;235;;education
m;professional;village;no;never;5g;1;1;1;0;1;1;1;1;333;338;497;;357;218;243;280;div
m;higher;village;yes;never;6g;0;1;0;0;1;1;1;0;;274;;;279;289;249;;education
m;higher;city;yes;never;1g;1;1;0;0;1;1;1;0;290;297;;;309;183;209;;education
m;higher;city;yes;sev_a_year;6g;1;1;0;0;1;1;1;1;260;264;;;273;215;208;279;br
m;general;city;yes;never;10g;0;0;0;0;0;0;0;1;;;;;;;;217;work
m;professional;city;yes;sev_a_year;2g;0;1;0;0;1;0;1;1;;291;;;297;;191;352;sep
m;higher;city;yes;sev_a_year;8g;0;1;0;1;1;1;1;0;;224;;236;230;224;209;;education
m;general;city;yes;sev_a_year;10g;1;1;0;0;1;1;1;0;238;240;;;245;240;209;;education
m;professional;village;yes;never;6g;1;1;0;1;1;1;1;1;363;295;;363;326;267;214;208;br
m;professional;village;yes;never;7g;0;1;0;0;0;1;1;1;;265;;;;217;207;267;child
m;professional;city;yes;never;5g;0;1;0;0;1;1;1;0;;265;;;279;265;197;;education
m;higher;village;yes;never;10g;1;1;0;0;0;1;1;1;317;337;;;;317;260;336;child
m;higher;city;no;never;3g;0;1;0;0;1;1;0;0;;299;;;316;225;;;education
m;professional;city;yes;sev_a_year;7g;1;1;1;1;1;0;1;1;346;310;358;331;317;;262;260;sep
m;professional;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;301;;;;311;226;271;child
m;professional;city;yes;never;2g;0;1;0;0;0;1;1;1;;303;;;;243;227;227;child
m;professional;city;yes;sev_a_year;7g;0;0;0;0;0;1;0;1;;;;;;201;;222;work
m;higher;city;yes;never;5g;0;1;0;0;0;1;1;1;;259;;;;209;269;269;child
m;professional;city;no;never;8g;1;1;1;1;1;0;1;1;213;226;237;241;223;;282;277;sep
m;professional;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;278;;;;211;253;222;child
m;general;village;yes;sev_a_year;8g;0;1;0;0;1;0;1;1;;266;;;291;;222;229;sep
m;professional;city;yes;never;8g;0;1;0;0;1;0;1;1;;271;;;280;;252;222;sep
m;professional;village;no;never;5g;0;1;0;0;1;0;1;1;;284;;;333;;194;219;sep
m;professional;village;no;never;11g;0;0;0;0;0;0;1;1;;;;;;;234;266;sep
m;professional;village;yes;never;8g;0;1;0;0;1;0;1;1;;235;;;253;;196;206;sep
m;professional;town;yes;never;5g;0;1;0;1;1;1;1;1;;261;;368;277;261;246;216;partner
m;general;city;yes;never;11g;1;0;0;0;0;1;0;1;223;;;;;223;;221;work
m;professional;village;no;never;5g;0;0;0;0;1;1;1;1;;;;;297;197;243;217;marriage
m;professional;city;yes;never;8g;0;1;0;0;1;0;1;1;;328;;;334;;219;216;sep
m;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;249;269;;;268;218;283;495;div
m;general;town;yes;never;6g;0;1;0;0;0;1;1;1;;259;;;;224;250;216;child
m;professional;city;yes;never;8g;0;1;0;0;1;0;1;1;;328;;;334;;219;216;sep
m;professional;city;yes;sev_a_year;9g;0;0;0;0;0;0;1;1;;;;;;;220;221;sep
m;professional;city;yes;never;6g;0;1;0;0;1;1;1;0;;249;;;259;264;181;;education
m;higher;city;no;never;10g;0;1;0;0;1;1;1;1;;267;;;282;216;275;274;div
m;professional;village;yes;never;8g;0;1;0;0;1;1;1;0;;260;;;270;232;235;;education
m;general;village;no;never;7g;0;1;0;0;1;0;1;1;;268;;;277;;257;220;sep
m;higher;village;yes;never;10g;0;1;0;0;1;1;0;1;;234;;;238;234;;261;work
m;professional;city;yes;sev_a_week;6g;0;0;0;0;0;0;1;1;;;;;;;270;268;sep
m;general;city;yes;sev_a_year;7g;1;1;1;0;0;1;1;1;282;433;411;;;206;212;211;child
m;general;city;yes;sev_a_year;6g;0;1;0;0;1;0;1;1;;267;;;284;;268;509;sep
m;general;city;yes;never;6g;1;0;0;0;1;1;1;0;266;;;;309;266;204;;education
m;general;city;yes;never;6g;0;1;0;0;1;0;1;1;;283;;;300;;207;279;sep
m;professional;village;no;never;9g;0;1;0;0;0;1;1;1;;309;;;;309;213;213;child
m;professional;city;yes;sev_a_year;10g;0;0;0;0;0;0;1;1;;;;;;;231;228;sep
m;professional;city;yes;never;6g;0;1;0;0;1;0;1;1;;261;;;262;;206;210;sep
m;professional;village;yes;never;7g;0;1;0;1;1;1;1;1;;262;;286;270;222;188;211;partner
m;professional;village;no;never;2g;1;1;0;0;0;1;1;1;240;244;;;;192;195;225;child
m;professional;city;yes;never;6g;0;1;0;0;1;0;1;1;;328;;;340;;242;336;sep
m;professional;village;yes;never;6g;1;1;0;1;0;1;1;1;288;253;;277;;231;226;226;child
m;general;city;yes;never;7g;0;1;0;0;1;1;1;1;;338;;;356;186;304;386;div
m;professional;city;yes;sev_a_year;8g;0;0;0;0;1;1;1;1;;;;;264;216;185;269;marriage
m;professional;city;yes;never;9g;0;1;0;0;1;0;1;1;;288;;;305;;209;298;sep
m;professional;village;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;289;;;;204;190;262;child
m;general;village;yes;never;4g;1;1;0;0;1;0;1;1;246;300;;;256;;195;211;sep
m;higher;village;yes;never;8g;0;1;0;0;1;0;1;1;;353;;;359;;288;260;sep
m;professional;village;yes;sev_a_year;5g;1;1;0;0;1;1;1;1;266;270;;;267;281;183;183;br
m;higher;city;yes;never;11g;1;0;0;0;0;1;1;1;286;;;;;286;270;266;br
m;professional;city;no;never;5g;1;1;0;1;1;1;1;1;496;327;;448;336;182;183;204;br
m;professional;village;no;never;7g;1;0;0;0;1;1;1;1;240;;;;294;240;184;248;marriage
m;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;;281;;;;308;223;223;child
m;professional;city;no;never;5g;1;1;1;1;1;0;1;1;270;294;366;414;380;;205;298;sep
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;238;;;;204;232;232;div
m;professional;village;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;259;;;;259;217;216;child
m;general;village;yes;never;2g;0;1;0;1;0;0;1;1;;251;;257;;;332;183;child
m;higher;city;yes;sev_a_year;1g;1;1;0;0;1;1;1;1;322;352;;;364;322;292;461;br
m;general;village;yes;never;8g;0;0;0;0;0;1;0;1;;;;;;259;;227;work
m;general;town;yes;never;2g;0;1;0;0;1;1;1;0;;276;;;285;276;192;;education
m;higher;town;no;never;10g;0;1;0;0;1;1;0;1;;250;;;268;204;;262;work
m;professional;village;yes;never;10g;0;1;0;0;0;1;1;1;;267;;;;218;206;216;child
m;professional;city;no;never;8g;1;0;1;0;0;1;0;1;220;;233;;;209;;221;work
m;professional;village;yes;sev_a_year;3g;0;0;0;0;1;1;1;1;;;;;292;288;267;243;partner
m;general;city;yes;never;7g;1;1;0;0;1;1;1;0;279;289;;;299;195;239;;education
m;higher;city;yes;sev_a_year;7g;1;0;0;0;1;1;1;1;378;;;;287;272;214;319;marriage
m;professional;town;yes;sev_a_year;8g;1;0;0;0;0;1;0;1;259;;;;;229;;200;work
m;general;village;no;never;10g;1;1;1;0;1;1;1;1;207;280;358;;279;208;261;227;div
m;higher;city;yes;min_once_a_month;7g;0;1;0;0;1;1;1;1;;261;;;294;227;252;297;div
m;professional;city;yes;sev_a_year;8g;1;0;0;0;0;1;1;1;266;;;;;266;180;179;child
m;higher;city;no;never;3g;0;1;0;0;1;1;0;0;;299;;;316;225;;;education
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;391;;;;271;324;295;div
m;professional;village;yes;never;10g;1;1;1;0;1;0;1;1;290;292;320;;305;;326;218;sep
m;higher;city;no;never;4g;0;1;0;0;1;1;0;0;;292;;;302;247;;;work
m;higher;village;yes;never;5g;0;1;0;0;1;0;1;1;;240;;;314;;304;278;sep
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;229;;;;229;204;227;child
m;professional;village;yes;never;5g;0;1;0;0;1;0;1;1;;275;;;290;;180;214;sep
m;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;244;;;;184;184;212;child
m;higher;city;yes;sev_a_year;7g;0;1;0;0;1;1;1;0;;260;;;266;273;205;;education
m;general;village;yes;sev_a_year;6g;1;1;0;0;0;1;1;1;308;310;;;;242;209;208;child
m;professional;village;yes;never;2g;0;1;0;1;1;1;1;1;;253;;507;364;270;215;488;partner
m;professional;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;;255;;;265;255;240;;education
m;professional;city;yes;never;6g;1;0;0;0;1;1;1;1;275;;;;286;279;280;218;marriage
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;242;;;;257;210;212;child
m;professional;village;yes;never;7g;0;1;0;0;1;1;1;0;;272;;;285;205;250;;education
m;professional;town;no;never;4g;0;1;0;0;1;1;1;1;;279;;;290;279;225;237;partner
m;general;city;yes;sev_a_year;8g;1;0;0;0;1;1;1;1;359;;;;380;217;229;218;marriage
m;higher;city;no;never;3g;0;1;0;0;1;1;1;0;;288;;;310;288;222;;education
m;general;village;no;never;11g;0;1;0;0;0;1;1;1;;311;;;;305;256;254;child
m;higher;city;yes;never;7g;1;0;0;0;1;1;1;0;299;;;;310;216;243;;education
m;professional;village;yes;never;6g;0;0;0;0;0;1;1;1;;;;;;185;209;208;marriage
m;higher;village;no;never;3g;1;1;0;0;1;1;1;0;322;323;;;338;234;321;;education
m;higher;town;yes;min_once_a_month;8g;0;1;0;0;1;1;1;0;;253;;;263;209;278;;education
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;233;;;;240;219;217;child
m;professional;village;yes;never;7g;1;1;0;1;1;1;1;1;339;255;;258;261;196;219;217;br
m;professional;city;no;never;2g;0;1;0;0;0;1;1;1;;405;;;;308;171;174;child
m;general;city;yes;never;5g;0;1;0;0;0;1;1;1;;286;;;;240;187;235;child
m;professional;village;yes;never;8g;0;1;0;0;1;0;1;1;;252;;;264;;188;200;sep
m;professional;village;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;;297;;;319;;265;264;sep
m;higher;city;no;never;9g;0;1;0;0;1;1;1;0;;224;;;230;212;220;;education
m;professional;city;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;291;;;;207;268;243;child
m;professional;town;yes;never;6g;0;1;0;0;1;1;1;0;;250;;;257;259;241;;education
m;higher;city;yes;never;2g;0;1;0;0;0;1;1;1;;482;;;;235;212;342;child
m;professional;city;yes;never;5g;0;1;0;0;1;1;1;1;;263;;;276;263;260;259;div
m;higher;city;no;never;11g;1;0;0;0;0;1;0;1;258;;;;;202;;259;work
m;professional;village;yes;never;7g;0;0;0;0;0;1;1;1;;;;;;312;216;233;partner
m;general;city;no;never;6g;0;1;0;1;1;1;1;1;;252;;395;402;400;257;256;partner
m;professional;city;yes;sev_a_year;8g;1;0;0;0;1;1;1;1;307;;;;304;222;250;222;marriage
m;professional;village;yes;never;6g;1;0;0;0;1;1;1;1;252;;;;265;233;215;214;br
m;higher;city;yes;never;10g;1;1;0;0;0;1;1;1;313;390;;;;306;294;386;child
m;general;city;yes;never;11g;1;0;0;0;0;0;1;1;301;;;;;;207;281;sep
m;higher;village;yes;never;6g;0;1;0;0;0;0;1;1;;331;;;;;348;335;child
m;higher;city;yes;sev_a_year;8g;1;0;0;0;0;0;1;1;300;;;;;;266;265;br
m;professional;village;yes;never;7g;0;1;0;0;0;1;1;1;;248;;;;217;254;254;child
m;higher;city;yes;min_once_a_month;8g;0;1;0;0;1;1;1;1;;413;;;419;232;197;328;partner
m;professional;village;yes;never;1g;1;1;0;0;1;1;1;0;293;302;;;302;218;442;;education
m;professional;city;yes;sev_a_year;2g;0;1;0;0;1;0;1;1;;298;;;307;;206;475;sep
m;general;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;320;;;;216;256;312;child
m;professional;city;yes;sev_a_year;5g;0;1;0;0;1;0;1;1;;249;;;255;;235;269;sep
m;professional;village;yes;sev_a_year;6g;1;1;0;0;1;0;1;1;240;241;;;249;;266;265;sep
m;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;289;;;;289;206;203;child
m;professional;city;yes;never;3g;1;0;0;0;1;1;1;1;332;;;;341;193;168;215;marriage
m;professional;city;yes;sev_a_week;1g;0;1;0;0;0;1;1;1;;288;;;;213;207;301;child
m;general;city;yes;sev_a_year;8g;1;1;0;0;1;1;1;0;268;273;;;298;289;206;;education
m;higher;village;yes;min_once_a_month;8g;0;1;0;0;0;0;1;1;;324;;;;;259;261;child
m;general;city;yes;sev_a_year;10g;1;1;0;0;0;1;1;1;267;268;;;;255;235;312;child
m;higher;village;yes;sev_a_year;9g;0;1;0;0;1;0;1;1;;256;;;262;;271;270;sep
m;higher;town;yes;min_once_a_month;11g;0;0;0;0;0;0;0;0;;;;;;;;;education
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;256;;;;258;243;248;child
m;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;254;;;;242;215;213;child
m;professional;village;yes;sev_a_year;2g;0;1;0;0;1;1;1;1;;297;;;314;221;247;246;partner
m;higher;city;yes;never;11g;1;0;0;0;0;1;1;1;301;;;;;306;262;221;child
m;professional;village;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;300;;;;296;271;270;child
m;professional;town;yes;min_once_a_month;5g;0;1;0;0;1;0;1;1;;292;;;313;;197;315;sep
m;professional;city;yes;never;6g;1;0;0;0;1;1;0;0;279;;;;307;210;;;work
m;professional;village;yes;never;8g;0;1;0;0;0;1;1;1;;258;;;;218;214;222;child
m;higher;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;258;;;;174;268;268;child
m;general;village;yes;sev_a_year;11g;0;0;0;0;0;0;0;1;;;;;;;;214;work
m;professional;city;yes;never;8g;1;0;0;0;1;1;1;1;294;;;;330;208;245;243;marriage
m;higher;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;367;;;;167;239;358;child
m;professional;village;yes;never;11g;1;1;0;0;1;0;1;1;288;312;;;315;;251;241;sep
m;professional;city;no;never;5g;0;0;0;0;1;1;1;1;;;;;234;161;186;244;marriage
m;professional;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;452;;;;452;273;272;child
m;general;city;yes;sev_a_year;7g;1;1;1;0;0;1;1;1;282;433;411;;;206;212;211;child
m;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;280;289;;;307;417;221;221;br
m;professional;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;;255;;;265;255;240;;education
m;higher;village;yes;never;9g;0;1;0;0;1;1;0;1;;232;;;251;268;;273;work
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;288;;;;278;277;208;child
m;professional;village;yes;never;3g;0;1;0;0;0;1;1;1;;310;;;;177;153;202;child
m;professional;city;yes;sev_a_year;7g;0;1;0;0;1;1;1;0;;250;;;255;233;219;;education
m;professional;village;no;never;9g;1;1;0;0;1;0;1;1;234;237;;;244;;220;218;sep
m;higher;city;yes;never;10g;1;1;1;0;1;1;1;1;258;301;363;;309;258;290;295;div
m;higher;city;yes;never;8g;0;1;0;0;0;1;1;1;;295;;;;223;204;308;div
m;higher;city;yes;never;3g;0;1;0;0;1;1;1;0;;251;;;269;225;243;;education
m;professional;town;yes;never;7g;0;1;0;0;0;1;1;1;;275;;;;217;234;233;child
m;general;city;yes;never;6g;1;0;0;0;1;1;1;0;266;;;;309;266;204;;education
m;professional;village;no;never;8g;1;1;0;0;0;1;1;1;358;365;;;;219;261;260;child
m;professional;city;no;never;4g;0;1;0;0;0;1;1;1;;282;;;;198;222;221;child
m;professional;city;yes;never;10g;0;1;0;0;1;1;1;1;;240;;;250;240;241;215;div
m;professional;city;yes;never;11g;1;0;0;0;0;1;1;1;264;;;;;215;275;236;child
m;professional;village;no;never;7g;0;1;0;0;1;0;1;1;;264;;;284;;236;235;sep
m;professional;village;yes;never;1g;0;1;0;0;0;0;1;1;;257;;;;;158;230;sep
m;general;village;no;never;5g;1;1;0;0;0;1;1;1;265;283;;;;221;248;200;child
m;professional;village;yes;sev_a_year;10g;1;1;1;1;1;1;0;1;262;270;277;277;279;224;;194;work
m;professional;city;no;never;11g;0;0;0;0;0;1;1;1;;;;;;304;201;211;child
m;higher;town;yes;sev_a_year;7g;0;1;0;0;0;0;1;1;;282;;;;;269;268;child
m;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;254;;;;217;215;237;child
m;general;city;yes;sev_a_year;1g;1;1;0;0;1;1;1;1;692;239;;;254;540;224;236;div
